doc_id,year,source,paragraph_id,text,keyword_hit
tr_2010_ulusa_seslenis,2010,ulusa_seslenis,388,2010 yılı sonu itibarıyla tarımsal destekleme ödemeleri başlığı altında yaptığımız ödemelerin 5 milyar 700 milyon liraya ulaşacağını tahmin ediyoruz. 2011 yılında çiftçilerimize yapacağımız tarımsal destekler ise 2010 yılı başlangıç ödeneklerine göre yüzde 7 oranında bir artışla 6 milyar TL seviyesine yükselecek. 2010 yılsonu itibarıyla tarımsal destekleme niteliğindeki diğer ödemeler ile birlikte tarım kesimine tam 8 milyar 300 milyon lira kaynak aktarmış olacağız.,1
tr_2004_ulusa_seslenis,2004,ulusa_seslenis,130,"Avrupalı dostlarımız alacakları kritik kararın sadece Türkiye'nin AB müzakereleriyle ilgili olmadığını, çok daha geniş perspektiflere sahip olduğunu görecek, kararlarını bu hassasiyetle alacaklardır. Yoksa hiç kimse Türkiye'nin ortaya koyduğu medeniyetler vizyonunu es geçerek, AB kapısını çaresizce çalmakta olduğunu aklına getirmemelidir. Türkiye büyük bir ülkedir ve her durumda büyüklüğüne yakışır bir vakar içinde geleceğe doğru yolculuğunu sürdürecektir."" Burada özetlemeye çalıştığı son bir aylık gelişmelerin, Türkiye'nin izlediği çok yönlü aktif barış diplomasisinin kazanımlarını daha şimdiden elde etmeye başladığını gösterdiğini belirten Erdoğan, ""Ülkemizin gelecek dönemde uluslararası diplomasi trafiğinin kavşak noktalarından biri olacağı ve merkezi bir rol oynayacağı rahatlıkla görülebiliyor"" dedi.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,592,"İşte 2007 bütçesinin ruhu budur, anlamı budur, hedefi budur. Değerli vatandaşlarım… Hükümet olarak 2007 yılı bütçesinin ömrünü çok aşan orta ve uzun vadeli hedefler koyduk. 4 yıldır kesintisiz büyüyen, bugün de büyümesini aynı hızla sürdüren bir ekonomiye sahibiz.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,113,"Son dönemlerde ülkemizin coğrafi ve kültürel havzasında yaşanan gelişmeler ve yükselen talepler, izleyeceğimiz politikaların daha geniş bir çerçevede yankılanacağı bir dönemi işaret etmektedir. Halkın iradesine dayalı yönetimlerin, geniş kitlelerin kalkınma taleplerine cevaplar oluşturmak durumunda olduğu bu yeni dönemde, Türkiye'nin tecrübesi daha değerli hale gelecektir. Bu gelişmeleri doğru okuyan ve bunlar için gerekli politikaları uygulayan bir iktidar, hem bu ülkelerin demokratikleşmesine ve kalkınmasına katkı sağlayacak, hem de ülkemizin güçlü Türkiye vizyonuna hizmet edecektir.",1
tr_2008_ulusa_seslenis,2008,ulusa_seslenis,2,"Millet olarak hedeflerimiz büyük, ideallerimiz büyük. Gazi Mustafa Kemal Atatürk'ün veciz ifadesiyle Cumhuriyetimiz'i muasır medeniyetlerin üzerine çıkarmak için daha aşmamız gereken sorunlar, halletmemiz gereken meseleler var. Bir çoğunun artık daha fazla ertelenmeye, ötelenmeye, görmezden gelinmeye tahammülü olmasa da karşı karşıya bulunduğumuz sorunlar, geleceğe olan inancımızı kırmamalıdır.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,966,"Biz bu yaklaşımı reddettik ve karşılıklı güçlenmeye ve kazanca dayalı yeni bir dış politika vizyonu geliştirdik. “Kazan- kazan” durumunun mümkün olduğunu gösterdik ve böylece hem ülkemizin milli çıkarlarını koruduk, hem de komşularımızla ilişkilerimizi düzelttik. Türkiye, ekonomik ve siyasi sorunlarla boğuşan ülkelerin bulunduğu bir coğrafyada kendi başına güvenlik ve refah içinde olamaz.",1
tr_2010_ulusa_seslenis,2010,ulusa_seslenis,295,"Türkiye, son sekiz yıl boyunca konuştuğumuz o aydınlık yarınlara, o mutlu ve müreffeh geleceğe çok daha yakın artık. Bir olarak, birlik olarak, dost ve kardeş olarak, yediden yetmişe millet olarak başladığımız bu medeniyet yolculuğunu mutlaka tamamlayacağız, buna her birimiz gönülden inanıyoruz. Değerli vatandaşlarım...",1
tr_2012_ulusa_seslenis,2012,ulusa_seslenis,67,"Kardeşlik hukuku içinde bu meseleyi de çözüme kavuşturarak, yolumuza devam edeceğiz. Aziz vatandaşlarım... Biliyorsunuz ki bizler, her ay ülkemizin bir veya birkaç bölgesini, birkaç vilayetini ziyaret ediyor; oralarda gerçekleştirdiğimiz toplu açılış törenleriyle, ülkemizin büyü- 323 Yeni Türkiye Vizyonu | Efendi Değil Hizmetkar Olmak-7 mesine ve gelişmesine katkı sağlamanın, milletimize hizmet etmenin onurunu, bahtiyarlığını yaşıyoruz.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,885,Her 100 km mesafede bir havalimanına ulaşacak şekilde “Hava Ulaşım Ağı” oluşturacağız. Önemli projelerimizden Diyarbakır Havalimanı Terminal Binası ve Mütemmimleri Projesini tamamlayacağız. Milli Bölgesel uçak yapımına başlayacağız.,1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,258,"Sosyal ve beşeri sermayemizdeki gelişmelerin iktisadi kalkınmayı tetiklediği, demokratikleşmeyi artırdığı ve dış dünyada ülkemizin görünürlüğünü daha üst noktalara taşıdığının bilincindeyiz. Bu yaklaşımla, eğitim kalitesini yükselten, etkili sağlık hizmeti sunan, nüfusun dinamizmini ve aile yapısını koruyarak geliştiren, kadınına, gencine, çocuğuna ve çalışanına hak ettiği yeri, önemi ve desteği veren bir iktidar olmayı sürdüreceğiz. Çocuklarımızı potansiyel gençler, gençlerimizi de geleceğimizin teminatı olarak görürken, onlara hak ettikleri bedensel, kültürel ve sanatsal ortamı daha kaliteli bir biçimde sağlayarak insanı merkeze alan kalkınma anlayışımızı devam ettireceğiz.",1
tr_2003_ulusa_seslenis,2003,ulusa_seslenis,36,"Bölgede sürüp giden kan davalarının, terör ve katliamların, yoksulluğun, cehaletin, önyargıların ortadan kaldırılması için yapılacak çok işin bulunduğunu belirten Başbakan Erdoğan, ""Bu çerçevede başta ABD olmak üzere herkese, uluslararası camiaya, bütün bölge ülkelerine ve özellikle Türkiye'ye büyük sorumluluk düşüyor"" dedi. ""Türkiye'nin bu sorumluluklarını yerine getirebilmesi için de kendi evini düzene koyması gerekiyor"" diyen Başbakan Erdoğan, şöyle devam etti: ""Biz kendi emeğimizle, kendi alın terimizle, kendi aklımızla, kendi gayretimizle, ele güne muhtaç olmayan, karnı tok, sırtı pek, başı dik insanların yaşadığı bir Türkiye kuramazsak ne kendimize ne de komşularımıza bir hayrımız dokunur. Lafı döndürüp dolaştırmanın hiç manası yok.",1
tr_2009_ulusa_seslenis,2009,ulusa_seslenis,303,"İnşallah bu önemli atılımdan da Türkiye'nin yüzünü ağartacak sonuçlar alacak, hepimizin göğsünü kabartacak nesiller yetiştireceğiz. Değerli vatandaşlarım… Global ekonomik krizin ülkemizdeki olumsuz etkilerini en aza indirmek, Türkiye'nin kriz öncesi dinamik büyüme trendini yeniden yakalamasını sağlamak için ilgili bütün birimlerimizle birlikte yoğun bir mesai harcıyoruz. Geçen hafta, ilgili bakanlarımız, hem krizin Türkiye'ye çıkardığı faturayı sizlere en açık, en şeffaf biçimde aktardılar, hem de hükümetimizin geleceğe dönük orta vadeli planlarını bilginize sundular.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,37,"Ama bunun da ötesinde uluslararası ilişkilere barış ve iyi niyet perspektifinin hakim olması için gayret gösteriyor, bunun için öncü olmasını umduğumuz adımlar atıyoruz. Şunu biliyoruz ki dünya haritası üzerindeki her kıvılcım gelecek için bir yangın tehlikesi olacaktır. Küreselleşme kavramının her geçen gün yeni bir açılım kazandığı şu dönemde, insanlığa hizmet etmenin en doğru yolu, barış adına öne çıkmak, yılların kronikleştirdiği çözümsüzlüklere cesaretle çare aramaktır.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,1060,"Geniş Türk coğrafyasında yürüttüğümüz insani ve teknik yardımlar, sürdürülebilir projeler aracılığıyla akraba ve dost topluluklara hizmet vermeye devam edecektir. Geniş Türk coğrafyasında, Ortadoğu'da ve Kuzey Afrika'da yürütülen restorasyon çalışmaları devam ettirilecek, alt yapı hizmetlerine devam edilecek ve dünyanın dört bir tarafında bulunan ata yadigarı eserlerimiz koruma altına alınacak ve ziyaretçilerin hizmetine sunulacaktır. Bu çerçevede dünyanın farklı ülkelerinde bulunan Türk-Osmanlı eserlerinin tam bir envanteri çıkartılacak ve bunların titiz bir şekilde restorasyonuna devam edilecektir.",1
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,711,"• Bölgede, çalışanların güvenliğini esas alacak şekilde madencilik sektöründeki potansiyeli canlandıracağız. Doğru ve Yerinde Teşvik • Doğu ve Güneydoğu'da seçilmiş yatırımlara sıfır faizli ve uzun vadeli kredi vereceğiz. • Sektör temelinde, yeni, somut ve etkin bir yatırım teşviki uygulaması başlatacağız.",1
tr_2012_ulusa_seslenis,2012,ulusa_seslenis,150,"İzmir'den bir gün sonra, 10 Haziran'da, Antalya'daydık. Düzenlediğimiz toplu açılış töreniyle, bir seferde, toplam maliyeti 438 milyon 544 bin lira olan 68 kalem yatırımı Antalyalı kardeşlerimize kazandırdık. 15 Haziran'da bu kez başka bir vilayetimizde, Sakarya'daydık.",1
tr_2011_ulusa_seslenis,2011,ulusa_seslenis,91,"Kıbrıs Türk tarafı sürecin başından beri çözümden yana olmuş, 7 Temmuz'da BM Genel Sekreteri'yle Cenevre'de yapılan üçlü görüşmede de bu yöndeki irade ve kararlılığını bir kere daha güçlü biçimde ifade etmiştir. Ada'da tarafların mutabık kaldıkları iki kesimlilik, siyasi eşitlik, eşit statüyü haiz iki kurucu devleti içeren yeni bir federal ortaklık kurulması için Türk tarafı bugüne kadar samimi bir çaba içinde olmuştur. Ancak maalesef karşı taraftan bu iyiniyetli ve uzlaşmacı yaklaşımı göremedik.",1
tr_2002_akp_june_6_secim_beyannamesi,2002,akp_june_6_secim_beyannamesi,49,"Sivil toplum kuruluşlarının yönetime daha aktif katılımı ile temsili demokrasinin katılımcı demokrasiye doğru gelişmesi sağlanacaktır. Böylece vatandaş, sadece seçimden seçime değil, güncel gelişmeler için de iradesini siyasal sürece yansıtma fırsatı kazanacaktır. Yönetimin demokratikleşmesi, toplumun olduğu kadar, devletin de lehinedir.",1
tr_2009_ulusa_seslenis,2009,ulusa_seslenis,489,"Sevgili vatandaşlarım… Sözlerime son vermeden önce, yeni bir yılın eşiğinde, bir hususu özellikle vurgulamak istiyorum. Birlik içinde, beraberlik içinde, kardeşlik içinde geleceğe yürüyoruz, yürümeye de devam edeceğiz. Aynı vatan üzerinde, aynı bayrak altında, ortak bir kaderi paylaşarak geleceği birlikte inşa edeceğiz.",1
tr_2003_ulusa_seslenis,2003,ulusa_seslenis,122,"Şimdi bütün bu değişikliklerin kağıt üzerinde kalmaması ve günlük hayatımıza yansıması için hep birlikte gayret göstermemiz gerekiyor.” İnsan haklarının geliştirilmesine de bu kapsamda büyük önem verdiklerini dile getiren Erdoğan, politikalarının temeline “insanı” koyduklarını söyledi. Erdoğan, demokrasinin nihai amacının başta düşünce, inanç, eğitim, örgütlenme ve teşebbüs özgürlüğü olmak üzere bütün sivil ve siyasi özgürlükleri güvence altına almak, vatandaşlara korku ve endişeden uzak bir yaşam sunmak olduğunu belirtti. Son dönemde 199 Yeni Türkiye Vizyonu | Efendi Değil Hizmetkar Olmak-1 işkence, kayıp, gözaltında ölüm, faili meçhul cinayet gibi insan hakları ihlallerinin “yok denecek kadar azaldığını” ifade eden Erdoğan, şunları kaydetti: “Bu olumsuzlukların sıfırlanması belki hiçbir ülkede mümkün değildir.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,858,"Havacılık alanında yaptığımız birçok düzenleme ile sektörün serbestleştirilmesini sağladık. Birçok ilimizde inşa ettiğimiz yeni hava limanları ve mevcut hava limanlarında yaptığımız modernizasyonlarla sektörün hızla büyümesini sağladık, hava yolunu halkın yolu haline getirdik. Böylece daha önce uçakla hiç tanışmamış vatandaşlarımızı, artık rahat bir şekilde havayoluyla seyahat etme imkânına kavuşturduk.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,244,"Bu çerçevede, D-8 grubunun itibar ve etkinliğini artırmak için kurumsal yapısını yine merkezi istanbul'da kalmak kaydıyla İcra Direktörlüğünden Genel Sekreterlik düzeyine çıkardık. Böylece sekretarya hizmetlerini itibar olarak da personel olarak Recep Tayyip ERDOĞAN 336 da güçlendirdik. Önemli bir nüfus gücüne, zengin doğal kaynaklara sahip olan bu 8 ülkenin gerek siyasi, gerekse ekonomik alanda beraberliklerini hangi somut adımlarla güçlendireceklerini böylece belirlemiş olduk.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,843,"2002- 2014 döneminde 216 milyar liralık yatırım gerçekleştirdik. Karayolu ulaşımında güvenliği arttırmak, yollarımızı dünya standartlarında kaliteli bir çehreye kavuşturmak, yıllardır ihmal edilen bölgelere en iyi karayolu ulaşım imkânını sunmak bu dönemdeki temel önceliğimiz oldu. Sinop'tan Sarp sınır kapısına uzanan şerit boyunca yaklaşık 550 km'lik otoyol standardında bölünmüş yolu kapsayan Karadeniz Sahil Yolu Projesi ve Bolu Tüneli Projesi başta olmak üzere pek çok büyük projeyi tamamlayarak vatandaşlarımıza daha güvenli ve konforlu seyahat etme imkânı sağladık.",1
tr_2009_ulusa_seslenis,2009,ulusa_seslenis,2,"Yerel yönetimlerimizin başarısının Türkiye'nin kalkınması ve ilerlemesi için hayati önemi haiz olduğunu daima ifade ettik, bu kanaatimizi bugün de daha güçlü bir şekilde muhafaza ediyoruz. Türkiye her seçimden olduğu gibi son seçimden de yüz akıyla çıkmış, milletimizin demokrasiye bağlılığı ve ülkemizin geleceğine olan inancı tartışılmaz bir gerçek olarak teyit edilmiştir. 29 Mart'ta milli irade bir kere daha bu doğrultuda tecelli etmiş, Türkiye'de demokrasinin ne kadar yerleşik bir varlık kazandığı millet oyuyla bir kere daha tasdik ve tescil edilmiştir.",1
tr_2005_ulusa_seslenis,2005,ulusa_seslenis,174,"Bugün hedeflerimizi daha ileri götürmek ve çıtayı daha yükseğe koymak için çok daha inançlı ve kararlıyız. Enflasyonda, faizlerde, büyümede, ihracatta, istihdamda ve ekonominin diğer tüm göstergelerinde milletimizin hak ettiği, yıllardır ümitle beklediği, özlediği günlere inşallah hep birlikte ulaşacağız."" ""Bu güzel gelişmelerin yanında, maalesef hepimizin yüreğini dağlayan, yakaladığımız huzur ve istikrar ortamını bozmayı amaçlayan haince girişimlere de zaman zaman maruz bulunmaktayız"" diyen Erdoğan, son günlerde yaşanan menfur terör olaylarının, Türkiye'yi zor duruma düşürmeye, birlik ve beraberliği bozmaya, şiddet ortamını bu topraklarda yeniden canlandırmaya yönelik olduğunu ifade etti. Etnik kökeni ve dini inancı ne olursa olsun milletin et ile tırnak gibi kaynaştığından, 72 milyon evladıyla bir ve bütün olduğundan hiç kimsenin şüphesi bulunmaması gerektiğini belirten Başbakan Erdoğan, şöyle konuştu: ""En değerli sermayemiz de bu milletin tek tek evlatları olarak aramızdaki sevgi ve kardeşlik bağlarının gücüdür.",1
tr_2005_ulusa_seslenis,2005,ulusa_seslenis,195,"Erdoğan, bu durumun, farklı toplum ve kültürlerin ortak bir insanlık paydasında buluştuğu yeni bir barış çağı umutlarına gölge düşürdüğünü ifade ederek, ""Bu bir samimiyet sınavıdır. Çifte standart uygulayan yönetimlere, anlayışlara sesleniyorum, çok açık söylüyorum, insanlığın ortak geleceği, bu samimiyet sınavının sonucuna bağlı olacaktır"" diye konuştu. Diplomasinin ""düşman edinme değil, dost kazanma sanatı"" olduğunu vurgulayarak konuşmasını sürdüren Erdoğan, insanlığın, çağları damıtarak bugünlere taşıdığı medeniyet birikimlerine sahip çıkmak, dünyaya kan ve gözyaşı dışında bir şey getirmeyen çatışma kültürünün yerine yeni bir uzlaşma kültürü tesis etmek mecburiyetinde olduğunu bildirdi.",1
tr_2008_ulusa_seslenis,2008,ulusa_seslenis,293,"Yıllar yılı bölge halkını istismar eden terör örgütü, bizim bu yurt köşele- 139 Yeni Türkiye Vizyonu | Efendi Değil Hizmetkar Olmak -5 rinde açtığımız her okulla, her hastaneyle, inşa ettiğimiz her yol, her köprüyle ağır darbeler almaktadır. Rahatsızlıkları, panikleri, insafın vicdanın almayacağı menfur planlara tevessül etmeleri de bundandır. Birbirimizin yanında olarak, birbirimizin yaralarını sararak, ekmeğimizi bölüşerek, imkânlarımızı en adil şekilde paylaşarak, geçmişteki hataları da hakkıyla tamir ederek birlik ve beraberliğimizi eskisinden de güçlü hale getireceğiz.",1
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,808,"191 GELİŞMEKTE OLAN ÜLKELER • Gelişmekte olan ülkeler arasındaki ticaretin ve kültürel etkileşimin dünya barışına ve sürdürülebilir kalkınmaya olan katkısından hareketle, bu coğrafyalarla kurulacak ilişkilere özel önem atfedeceğiz. • Bu ülkelerle ortak yatırımları, Ar-Ge programlarını ve öğrenci değişim programlarını geliştireceğiz. 192 BİLGİ TOPLUMUNA DOĞRU Günümüzde sanayi toplumları hızla gelişmekte ve bilgi toplumları haline gelmektedir.",1
tr_2011_ulusa_seslenis,2011,ulusa_seslenis,307,"KCK operasyonlarını, siyasetçilerin tutuklanması, ifade özgürlüğünün sınırlandırması olarak değerlendirenler, lütfen ortaya çıkan delillere, belgelere, fotoğraflara, ortaya çıkan gerçeklere bir kez daha baksınlar. Avukat kisvesi altında teröre lojistik destek sağlayanları lütfen görsünler. Cinayetlerin, provokasyonların, faşizm özleminin bu örgütlerin asıl hedefi olduğunu lütfen idrak etsinler.",1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,511,"Diğer taraftan bölgelerin kendi özelliklerine uyarlanmış devlet yardımları uygulaması ile, mekansal uzmanlaşma alanlarında rekabet gücü artırılacaktır. Mekansal Planlama Hiyerarşisi Uzun vadeli gelişme perspektifinden yoksun, dağınık ve yavaş işleyen mekansal planlama hizmetleri yeniden yapılandırılacaktır. Ulusal düzeydeki kalkınma planımızdan başlamak üzere, planlama hiyerarşisi ve ilgili kurumların sorumluluk ve işlevleri açık ve net bir şekilde tanımlanacaktır.",1
tr_2011_chp_secim_beyannamesi,2011,chp_secim_beyannamesi,263,"• Doğumda aileye katkı olarak yarım altın ve bebekler için bez ve mama yardımı sağlayacağız. HER ÇOCUĞA BEDAVA VE KALİTELİ SAĞLIK HİZMETİ • Anne adaylarına “gebelik rehberliği”, “ebeveynlik rehberliği”, sağlık, beslenme, annelik eğitimi ve sosyal ve kültürel gelişim için hizmetler • Anne ve çocuk sağlığında gelişme hedefimiz doğrultusunda kadın doğum sunacağız. ve çocuk hastalıkları hastanelerinin sayısını ve bu kurumlarda verilen hizmet kalitesini artıracağız.",1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,544,"• “Tek Adımda Hizmet” anlayışı başka alanlarda da uygulamaya konulacak, özellikle işletme ve tesis kurma çalışmaları için “Tek Durak Ofis”ler kurularak, hizmetlerin tek bir yerden ve daha çabuk yürütülmesi sağlanacaktır. • Başlatılmış olan “Trafik Tescil ve Sürücü Belgesi” işlemlerinin basitleştirilmesi ve çabuklaştırılması projesi tamamlanacaktır. Böylece araba veya ehliyet almak isteyenler arabasını satın aldıktan hemen sonra trafiğe çıkabilecek, ruhsat sürücüye kısa süre sonra, evinde teslim edilebilecektir.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,85,"Ak Parti'nin ekonomi politikalarının temel amacı insanımızın refah ve mutluluğunu artırmaktır. Partimiz ekonomik gelişmenin kaynağı ve hedefi olarak insanı esas alır. Günümüzün rekabetçi dünyasında insana, insanın niteliklerine, sağlıklı bir sosyal ortama yapılan yatırımların, aynı zamanda ekonomik potansiyelimize yapılan bir yatırım olduğunu bilerek, ekonomik politikalarımızı güçlü sosyal politikalar ile bütünleştirdik ve bir sosyal restorasyon dönemi başlattık.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,1335,"KKTC'ye ayrıca, deniz altından kabloyla elektrik götürülmesi projesi hayata geçirileceğiz. Soydaş ve akraba topluluk bağlamında halen, Osmanlı Arşivlerinde Filistin Belgeleri Projesi, Kırım Çalışmaları, Somali Diaspora Çalışmaları, Türk Konseyi Diaspora İşbirliği Programı, Suriyelilere Yönelik TÖMER Eğitimi ve Ahıska Türkleri Çalışmaları sürmektedir. b.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,720,"Yoksullukla mücadelede önemli bir model olan SODES, önümüzdeki dönemde GAP ve DAP illerinin yanı sıra sosyo- 190 2011 YOLUNDA AK PARTİ SEÇİM BEYANNEMELERİ ekonomik gelişmişlik düzeyi düşük olan diğer illere de yaygınlaştırılacaktır. Sosyal destek sisteminin etkin ve verimli bir biçimde yürütülebilmesi amacıyla TÜBİTAK-SYDGM iş birliğinde Bütünleşik Sosyal Yardım Hizmetleri Projesi ile Puanlama Formülü Projesi kısa bir sürede sonuçlandırılacaktır. Bu projenin tamamlanmasıyla birlikte, sosyal destek başvurusu yapan vatandaşlarımızın muhtaçlık durumlarının ve kişisel verilerinin merkezi veri tabanlarından tespit edilmesi, bütün sosyal destek ve hizmetlere ilişkin iş ve işlemlerin norm ve standart birliği içerisinde yönetilmesi sağlanacaktır.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,1315,"Böylece ülkemiz, IMF programları uygulayan bir ülke olma konumundan, IMF'de karar alıcı bir ülke konumuna yükselmiştir. Benzer şekilde, Dünya Bankası nezdindeki temsil ve katılımının iyileştirilmesi amacıyla, 2008 yılında başlatılan reform çalışmaları kapsamında yapılan sermaye artırımı sonucunda, ülkemizin oy gücü yüzde 0,53'ten yüzde 1,08'e yükselmiştir. 341 b.",1
tr_2011_chp_secim_beyannamesi,2011,chp_secim_beyannamesi,150,"• Tüketici hakları kuruluşlarını destekleyeceğiz. Tüketicinin bu kuruluşlar • Örgütlü ve rekabet gücü yüksek bir tarımsal yapıyı oluşturacak, tarım aracılığıyla daha etkin duruma gelmesini sağlayacağız. piyasalarında istikrarı sağlayacağız.",1
tr_2010_ulusa_seslenis,2010,ulusa_seslenis,262,"Savunma sanayimizin bu büyük atılımı ülkemizin yarınları açısından hayati derecede önemli bir kazanımdır, inşallah devamı da gelecek. Değerli vatandaşlarım... Bu ay ülkemizin geleceği açısından her biri umut vesilesi olan başka açılışlar da gerçekleştirdik.",1
tr_2010_ulusa_seslenis,2010,ulusa_seslenis,37,"Değerli vatandaşlarım... Önümüzdeki dönemde ülkemizin neresinde bir ihtiyaç varsa gecikmeden o ihtiyacı karşılamak konusunda da kararlılığımızı sürdürüyoruz. Yurdumuzun hiçbir köşesinin devletimiz için uzak olmadığını, olmayacağını bir kere daha ifade Recep Tayyip ERDOĞAN 66 etmek istiyorum, bizim hizmet anlaşımız budur.",1
tr_2011_chp_secim_beyannamesi,2011,chp_secim_beyannamesi,172,"markalaştırarak sektörün dış rekabet gücünü yükselteceğiz. • Turizm amaçlı yat ve gemi üretim sektörünü desteklemek için teşvik • Turizmde çevre duyarlılığını, doğal ve kültürel değerlerimizin korunmasını, projeleri geliştireceğiz. kaynakların en etkin kullanımını ön plana çıkaracağız.",1
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,315,"• Yüksek Katma Değer Üreten Sektörlerle İş Birliği • Yüksek vasıflı ve yüksek ücretli emek istihdam eden, yüksek teknolojiyi yoğun olarak kullanan üretim sektörlerini destekleyeceğiz. • İmalat sanayinde faaliyet gösteren şirketleri, sosyal diyalog yoluyla mevcut meslek içi eğitim programlarıyla bütünleştirecek ve kurumsal • kapasitelerini artıracağız. • OSB'lerde yatılı mesleki eğitim birimleri oluşturacak, OSB'leri mesleki eğitim kampüsleri haline getireceğiz.",1
tr_2009_ulusa_seslenis,2009,ulusa_seslenis,66,"Türkiye, bugüne kadar olduğu gibi, bundan sonra da, Azerbaycan'la kaderini, mecraını, istikametini bir görmeye devam edecektir. Başta Karabağ sorunu olmak üzere Kafkasya'da huzur ve istikrarı tesis edecek her çabanın destekçisi olmaya bundan sonra da devam edeceğiz. Ama bunu yaparken, Azerbaycan'ın menfaatlerini de en az kendi menfaatlerimiz kadar büyük bir hassasiyetle koruyacağımızdan kimsenin şüphesi olmamalıdır.",1
tr_2002_akp_june_6_secim_beyannamesi,2002,akp_june_6_secim_beyannamesi,192,"Dünya'daki eğilimler ve özel sektörün tercihleri dikkate alınarak, Türkiye'nin rekabet üstünlüğüne sahip olduğu ve yüksek katma değerli sektörler belirlenecektir. Bu sektörler uluslararası normlar çerçevesinde desteklenecektir. • Bölgesel bağımlılıktan kurtulabilmek amacıyla yeni pazarlara yönelmek gerekmektedir.",1
tr_2002_akp_june_6_secim_beyannamesi,2002,akp_june_6_secim_beyannamesi,304,"126 2002 YOLUNDA AK PARTİ SEÇİM BEYANNEMELERİ DIŞ POLİTİKA 129 2002 YOLUNDA AK PARTİ SEÇİM BEYANNEMELERİ DIŞ POLİTİKA IX. DIŞ POLİTİKA Türkiye'nin jeopolitik konumu, pek çok iş birliği projesi için bir çekim alanı oluşturabilecek potansiyele sahiptir. Bu potansiyelin bölgesel ve küresel bir etkiye dönüştürülebilmesi, uluslararası siyasi, ekonomik ve güvenlik ilişkilerinde jeopolitiğin akıllıca kullanılmasına bağlıdır.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,728,"• Türkiye'de yatırıma uygun arazi envanterinin yatırımcıya elektronik ortamda sunulması amacıyla coğrafi bilgi sistemleri altyapısını geliştireceğiz. • Endüstri Bölgeleri ve Organize Sanayi Bölgelerinde, özellikle yatırım yeri tahsisine ilişkin uygulama sürecinde karşılaşılan sorunları tespit edeceğiz ve bu sorunların çözümüne yönelik olarak mevzuatı geliştireceğiz. • Kamunun iş dünyasına elektronik ortamda sunduğu hizmetlerin birbirleri ile entegrasyonunu sağlayacak ve elektronik ortamda daha fazla hizmet sunacağız.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,214,"İlk defa kamu net borç stokumuz nominal bazda 2005'te bir önceki yıla göre geriledi. 50 küsur yıl boyunca 1 milyar dolar seviyesini aşamayan doğrudan uluslararası yatırım, 2005 sonu itibariyle 9.7 milyar dolara çıktı. Bu yıl çok daha yüksek bir seviye bekliyoruz.",1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,635,"Elektronik haberleşme hizmetlerindeki yüksek vergi yükünü bütçe imkanları dahilinde tedricen makul seviyelere çekeceğiz. Evrensel Hizmet Fonu yoluyla Kamu İnternet Erişim Merkezleri, Sayısal Beldeler, Uzaktan Eğitim ve Uzaktan Sağlık Hizmetleri gibi projeler aracılığıyla dar gelirli vatandaşların bilgi ve iletişim teknolojilerinden faydalanması sağlanacaktır. Hindistan, İrlanda ve Çin'e yönelmiş uluslararası sermaye ve yenilikçilik merkezlerini Türkiye'ye çekebilmek için yazılım, donanım ve iletişim alanındaki şirketlerin topluca bulunduğu Bilişim Vadileri ve Teknopark projeleri desteklenerek bilişim sektörünün gelişmesi sağlanacaktır.",1
