doc_id,year,source,paragraph_id,text,keyword_hit
tr_2004_ulusa_seslenis,2004,ulusa_seslenis,265,"Bugün her ülkenin küresel mali kaynaklardan azami derecede Ulusa Sesleniş Ankara | 12 Kasım 2004 Recep Tayyip ERDOĞAN 180 yararlanmak ihtiyacı içerisinde olduğunu kaydeden Erdoğan, ""Türk ekonomisinin yabancı sermaye açısından giderek daha cazip bir adres haline geliyor olması bu bakımdan son derece kayda değer bir gelişmedir. Bu ilgiyi canlı tutmak, sürekli hale getirmek ve ekonomimize yeni değerler kazandıran mali kaynaklardan en iyi ve en verimli şekilde yararlanmak konusunda büyük gayret sarf ediyoruz"" diye konuştu. Başbakan Erdoğan, çalışan kesimlerin, yıllardan beri, emeklerinin karşılığını tam olarak alamamanın sıkıntısını yaşadıklarını, giderek bozulan ekonomik yapı ve kamu yükünün, Türkiye'de ücret dengesinin daima çalışanlar, dar gelirliler aleyhine bozulmasına neden olduğunu belirtti.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,1302,"Bu rakam bugün 8,5 milyar dolara yaklaşmıştır. Toplam ticaret hacmi ise 1,3 milyar dolardan 12,6 milyar dolara çıkmıştır. Diğer bölgelerle ticari ve siyasi ilişkilerimizi geliştirirken stratejik bir hedef olarak gördüğümüz Avrupa Birliği üyelik perspektifimizi ihmal etmedik.",0
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,770,"Çocuğun yararının üstün tutulduğu, bireyin, ailenin, toplumun ve devletin tam katılımına dayalı “Çocuk Hakları Kültürü” temelinde “Çocuk Ombudsmanlığının” kurulmasını sağlayacağız. 202 2011 YOLUNDA AK PARTİ SEÇİM BEYANNEMELERİ Her çocuğun mutlaka bir aile yanında yaşamını sürdürmesi gerektiği görüşünden hareketle; sosyal yoksunluğu olan çocukların yatılı kuruluş bakımı yerine “Profesyonel Koruyucu Aile veya Evlat Edindirme Sistemi”ni bu durumdaki tüm çocukları kapsayacak şekilde yaygınlaştıracağız. Çocukları ile birlikte yalnız yaşayan annelere, yaşamlarını çocuklarından ayrılmadan daha güvenli ve sağlıklı olarak sürdürebilmeleri için, barınma öncelikli “Stüdyo Evler” ile birlikte her türlü sosyal desteği sağlayacağız.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,396,"Gerek Sayın Sinyora'yla bölgede görüşmeler yapıldı, Sayın Mahmud Abbas'la bölgede görüşmeler yapıldı. Aynı şekilde Olmert'le bölgede bizzat gidip görüşme yapıldı. Daha sonra Suriye Devlet Başkanı Sayın Beşar Esad'la görüşmeler yapıldı ve bunun yanında muhalefet gruplarıyla onların liderleriyle de görüşmeler yapıldı ve hiç biri Türkiye'yi biz burada istemiyoruz demediler.",0
tr_2002_akp_june_6_secim_beyannamesi,2002,akp_june_6_secim_beyannamesi,135,"Mali milat uygulaması kaldırılacaktır. • Kurum kazançlarının vergilendirilmesinde, gelir ve kurumlar vergisi arasında entegrasyon sağlanacaktır. Böylece, bir yandan kurum kazançları üzerindeki vergi yükü azaltılırken, diğer yandan gerçek kişi kazançlarının daha net tespiti mümkün olacaktır.",0
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,589,"• Sektör bileşenlerinin master planına uygun, dengeli ve çevreye duyarlı biçimde hareket etmesini yasal güvence altına alacağız. Havalimanları • Kapasitesini aşan havalimanlarının geliştirilmesini sağlayacak, atıl havalimanlarının etkin kullanılması için hava yolu taşımacılarını teşvik edeceğiz. • Havaalanı olmayan illerde yaşayanların, en yakın havaalanına hızlı, emniyetli ve ucuz şekilde erişebilmesini sağlayacağız.",1
tr_2010_ulusa_seslenis,2010,ulusa_seslenis,316,"Aynı törenle Boğaziçi Üniversitesi çatısı altında faaliyet gösterecek Yüksek Akım Laboratuarı ve Teknopark'ı da hayırlısıyla hizmete açtık. Türk Patent Enstitüsü ile Boğaziçi Üniversitemiz arasında bir Bilgi ve Doküman Birimi kurulması için de aynı gün imzaları attık. Bunlar diğer üniversitelerimize de ilham verecek, vizyonlarını geliştirecek, alanında yine öncülük misyonu üstlenen örnek yatırımlardır.",1
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,752,"Bu yaklaşım Türkmen, Kürt, Kafkas, Balkan veya Orta Asya kökenli yurttaşlarımız arasında hiçbir ayrım gözetmeksizin uygulanacaktır. Bu hedefe dönük adımlar, CHP'nin temel dış politika ilkeleri arasında yer alan, “komşuların iç işlerine karışmama” yaklaşımı ile uyumlu olacaktır. CHP, Türkiye'nin bölgesinde barışın ve güvenliğin tesis edilmesi ve yeniden örnek bir ülke haline gelmesi için ülkemizin pusulasını tekrar çağdaş medeniyet yoluna çevirmesi gerektiğine inanmaktadır.",0
tr_2003_ulusa_seslenis,2003,ulusa_seslenis,161,"Bu değerleri her söz konusu edişimizde, dünyada incitebileceğimiz masum çoğunluklar bulunduğu gerçeğini aklımızdan ve vicdanımızdan çıkarmamalıyız. Modern dünyada her inanç ve fikir grubunda ortaya çıkabilecek marjinal sapmaları teşhis ve teşhir ederken, bu sapmalarla hiç ilgisi olmayan geniş inanç ve fikir bütünlüklerini rencide etmekten özenle kaçınmalıyız. Terör ve şiddet eğilimleri, başta bütün semavi dinler olmak üzere, bütün inanç ve fikir bütünlüklerinden kopuk, sapkın hareketlerdir.",1
tr_2010_ulusa_seslenis,2010,ulusa_seslenis,263,"Türkiye denizlerinin ne büyük bir nimet olduğunun artık farkına varıyor. Hem devlet olarak, hem de özel sektörümüzle denizcilik alanında yeni ufuklara yelken açmış durumdayız. Bu güzel gelişmenin bir nişanesi olarak 2 Ekim'de özel sektör tersanelerimizde üretilen en büyük kuru yük gemisinin teslim törenini gerçekleştirdik.",0
tr_2002_akp_june_6_secim_beyannamesi,2002,akp_june_6_secim_beyannamesi,217,"Ancak, turizm bölgelerinin planlanması aşamasından başlayan bazı sorunlar, özellikle merkezden planlama ve yönetme anlayışının yarattığı sıkıntılar nedeniyle, kıyı şeritlerinde yanlış uygulamalar yapılmıştır. Bu yanlışlıkların giderilmesi için kıyı şeridi turizminin yeni bir anlayışla ele alınarak yapılandırılması gerekmektedir. Ülkemizin zengin turizm potansiyeli harekete geçirilerek, dünya turizm pastasında önemli bir yer tutan iş-kongre, fuar, spor ve kültür turizmi alanlarında, dinlence turizminde edindiğimiz konuma gelmemizi sağlayacak bir hamle başlatılmalıdır.",1
tr_2003_ulusa_seslenis,2003,ulusa_seslenis,10,"Başbakan Erdoğan, konuşmasını şöyle sürdürdü: ""Bu gelişmeler olurken, bütün dünya ile beraber bizim de korktuğumuz, 'sözün bittiği yere geldik' ve ne yazık ki savaş başladı. Bu arada tüm dünyada önemli gelişmeler oldu. Temel misyonu 'barış' olan Birleşmiş Milletler Teşkilatı derin bir yara aldı.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,535,"2002 yılında ülkemizde 42 kültür merkezi varken, bu sayı Ak Parti iktidarının 8,5 yılında 2 kattan fazla arttı ve 2011'de 98 kültür merkezine ulaştı. “Kamu Eliyle Yapılan Kültür Yatırımlarına Destek Projesi” kapsamında yerel yönetimlerimize sağladığımız ek kaynaklarla tam 45 kültür merkezi yapımını destekledik. Müze ve ören yeri ziyaretçi sayısı 2002'de 7,5 milyondan 2011'de 26 milyona yükseldi.",0
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,445,"Bu, Türkiye'nin geleceği açısından son derece önemli bir adımdır. Bu tarihi karara oy vererek daha önce yapılamayanı yapan ve Türk siyasetine dinamizm kazandıran bütün milletvekili arkadaşlarıma huzurlarınızda bir kere daha teşekkür ediyorum. Türkiye bu kararla, son dört yıl içinde elde ettiği kazanımları daha ileri noktalara taşıyacak yeni bir enerjiye, yeni dinamiklere, yeni bakış açılarına, yeni heyecanlara kavuşmuştur.",1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,59,"Türkiye'nin güvenliği için gösterdiğimiz azami dikkatin gereği olarak bütün politikalarımızın birbirini tamamlar nitelikte olmasını, istismar edilen zaaf alanlarına karşı toplumun bütün savunma mekanizmalarının güçlenmesini hayati derecede önemsiyoruz. Hiçbir şiddet ve terör odağının nüfuz edemeyeceği en büyük gücün milletimizin birlik ve beraberlik ruhu olduğunu iyi biliyoruz. Türkiye 70 milyon vatandaşıyla birlikte güvenliğine, hudutlarına ve büyük bir mücadeleyle kazanmış olduğu istiklaline ilelebet sahip çıkacaktır.",1
tr_2004_ulusa_seslenis,2004,ulusa_seslenis,257,"Müzakere sürecinin başlamasıyla birlikte, ekonominin yeni imkanlara ve yeni kaynaklara ulaşacağının bir gerçek olduğunu vurgulayan Erdoğan, Recep Tayyip ERDOĞAN 172 özellikle doğrudan yabancı sermayenin Türkiye'ye girişi konusunda çok ciddi bir canlanma yaşayacağının şimdiden söylenebileceğini kaydetti. Başbakan Erdoğan, bu canlanmanın, son iki yılda ekonominin gösterdiği üstün performansa ilave olarak yaşanacağını anlatarak, ekonominin güven ve istikrar zemininde yaptığı atılımın, Türkiye'ye yabancı sermaye girişini aşamalı olarak zaten hızlandırdığını söyledi. Erdoğan, bu yıl sonu itibariyle doğrudan yabancı sermayenin Türkiye'ye girişinin 2.5 milyar dolar olduğunu, bu rakamların hızla artış göstereceğini umduklarını ifade etti.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,541,"• Yer altında çalışan işçilerimizin fiili hizmet zammı sürelerini genişlettik. • Madencilerin emeklilik yaş koşulunu düşürdük. Mevcut koşullarda yıpranmayla 48,5 yaşında emekli olan madenci 43,5 yaşında emekli olabilecektir.",0
tr_2012_ulusa_seslenis,2012,ulusa_seslenis,113,"Dikkatinizi çekiyorum: Büyük Selçuklu Devletinden bugüne kadar, millet olarak biz, her zaman barışın, uzlaşmanın, kucaklaşmanın, bir ve beraber olmanın, kardeş olmanın bayraktarlığını üstlendik. Bağdat, Basra, Aden Körfezi, Kahire, Kudüs, Şam, özellikle de Mekke ve Medine tehdit edildiğinde, tamamen insani duygularla, vicdani duygularla, medeniyetimizin bize yüklediği sorumlulukla, tehditlere karşı göğüs germeyi vazife bildik. Şam ve Kudüs'e doğru kuzeyden Haçlı orduları ilerlerken, biz, Şam ve Kudüs'ün güvenliğini ta İznik'ten başlattık!",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,151,"Finans sektörü ile reel sektör ve bireysel kredi kullananlar arasında sağlıklı kredilendirme ve geri ödeme ilişkisinin tesisine önemli katkıda bulunduk. Geçmişte İstanbul Yaklaşımı ve Anadolu Yaklaşımı çerçevesinde, binlerce firmanın bankalara olan borcunun yeniden yapılandırılmasında olduğu gibi, ödeme güçlüğü yaşayan vatandaşlarımızın kredi kartları borcu yeniden yapılandırılmıştır. Atmış olduğumuz bu adımlar sonucunda bankacılık sektörünü bilanço yapısı sağlam, sermaye yeterliliği güçlü, kur ve kredi riski düşük, sağlam bir yapıya kavuşturduk.",0
tr_2012_ulusa_seslenis,2012,ulusa_seslenis,130,"Akdeniz'de, uluslar arası sularda, namert bir saldırıyla düşürülen uçağımızın pilotlarıyla ilgili umutlarımızı da muhafaza ediyoruz. Umutlarımızı halen koruduğumuz bu süreçte, pilotlarımızın ailelerine de sabır ve metanet diliyorum. Aziz vatandaşlarım… Dış politikada, elbette, gündemimizde sadece terör ve Suriye meselesi yok.",1
tr_2008_ulusa_seslenis,2008,ulusa_seslenis,185,"Bu hükümet olarak sadece bizim meselemiz değildir, Türkiye'nin meselesidir. Sosyal güvenlik sistemimizin çok daha sağlıklı işlemesi, çalışanlarımızın daha yüksek standartlara ulaşması, ekonomimizin bu ağır yükten kurtulması içindir. Şu anda zararı hep birlikte bizler karşılıyoruz, bu açığı kapatmak için hepimiz fedakârlık ediyoruz.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,733,"2002-2014 döneminde toplam ilave 6,6 milyon kişiye istihdam yeni istihdam imkanı sağlamış olduk. Özellikle küresel krizin etkisiyle bir çok ülkede işsizlik oranı artarken ve yeni iş imkanları oluşturulamazken ülkemiz son derece başarılı bir performansla istihdamda büyük artışlar elde edebilmiştir. Bu başarıda büyüme kadar aktif işgücü politikalarımızın ve çeşitli sektörlerde izlediğimiz istihdam dostu politikaların da katkısı olmuştur.",0
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,174,ŞİRKETLERİN DEĞER ZİNCİRİNDE KATMA DEĞERİ YÜKSEK ÜRETİM AŞAMALARINA GEÇİŞİ • Ar-Ge faaliyetlerinin üretim odaklı ve tasarım sürecini kapsayacak şekilde yürütülmesini sağlayacağız. • Ürün ve süreç tasarımını Ar-Ge faaliyetleri kapsamına dâhil edeceğiz. • Türk Tasarım Danışma Konseyi'ni daha etkin hale getireceğiz.,0
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,751,"CHP'nin yurttaş merkezli, değer temelli, çoğulcu, barışçı ve dünyaya açık, tutarlı politikaları, Türkiye'yi bölgesel barış, kalkınma ve demokrasi merkezi haline getirecektir. CHP iktidarında Türkiye, yeniden, sorumluluklarını bilen, ortak hedeflere ulaşmak için iş birliği yapan, diplomatik nezaketi ile örnek olan, güvenilir ve itibarlı bir ülke olacaktır. Dış politikamızdaki ana ilkelerimizden biri, yurttaşlarımızın akraba topluluklarının bulundukları ülkelerde demokratik haklarını en ileri düzeyde kullanabilmelerine, özgür şekilde ve iyi koşullarda yaşayabilmelerine katkıda bulunmaktır.",1
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,396,"CHP, yurttaşlarımızın gelecekleri hakkında söz sahibi olması ve bağımsız bireyler olarak yaşayabilmesi için eğitimin vazgeçilmez olduğuna inanır. Eğitim, CHP'nin özellikle kadın-erkek eşitliği, yoksullukla mücadele ve kalkınma alanında en önemli aracı olacaktır. CHP eğitime yapılan tüm yatırımların, aslında özgürlüğe, barış içinde bir arada yaşamaya ve toplumsal gelişmeye yapıldığı görüşündedir.",0
tr_2009_ulusa_seslenis,2009,ulusa_seslenis,426,Bu toplantı için Türkiye'ye gelen İran Cumhurbaşkanı Sayın Ahmedinejad ile Dolmabahçe Sarayı'nda bir araya gelerek iki ülke ilişkileri ve bölgesel meselelerle ilgili çeşitli konuları bir kere daha görüşme imkanı bulduk. Bu vesileyle geçtiğimiz ay yaptığımız İran ziyareti sırasında heyetimize göstermiş oldukları nazik ilgi için de kendilerine teşekkür ettik. Bu ay içinde misafir ettiğimiz yabancı dostlarımız bununla da sınırlı değildi.,1
tr_2004_ulusa_seslenis,2004,ulusa_seslenis,30,"Bundan önce olduğu gibi yine KKTC ile birlikte oluşturacağımız yeni strateji ve açılımlar çerçevesinde, Kıbrıs Türk halkının haklarını başta Avrupa Birliği olmak üzere her platformda ısrarla ve dikkatle savunacağız."" Öncelikli hedeflerinin Kıbrıs'ın 30 yıldan bu yana sıkıntısını çektiği ekonomik ambargoların kaldırılması olduğunu belirten Erdoğan, KKTC üzerinde uygulanan tecrit politikalarının derhal yürürlükten çekilmesi gerektiğini vurguladı. Erdoğan, ""Tavrını açıkça çözümden yana koyan Kıbrıslı Türkleri dışarıda bırakan ve yine tavrını açıkça çözümsüzlükten yana koyan Kıbrıslı Rumları üye yapmaya hazırlanan bir Avrupa Birliği'nin elbette KKTC'nin geleceği için mutlaka atması gereken bazı adımlar olacaktır. Bu adımların bir an önce atılması ve sonuçlandırılması için her zeminde çaba göstermeye devam edeceğiz"" diye konuştu.",1
tr_2005_ulusa_seslenis,2005,ulusa_seslenis,105,"2005 yılının ilk iki ayında tescil işlemi yapılan esnafımızın sayısı 27.300 olarak gerçekleştirilmiştir. 2004 yılı içerisinde esnaf ve sanatkarlara sübvansiyon için ayrılan kaynak tutarı 25 trilyon liradan 90 trilyon liraya çıkarılmış, uygulanan cari faiz oranı % 35'den % 30'a çekilmiş, böylelikle esnafa kullandırılan kredilerde % 25 faiz oranı uygulanmıştır. Bu suretle, esnaf ve sanatkarlara 1.4 katrilyon liralık kul landırılabilir kredi kaynağı sağlanmış ve böylece 2004 yılında kullandırılan toplam kredi miktarı itfalardan kaynaklanan geri dönüşlerle birlikte 2.5 katrilyon lira olarak gerçekleşmiştir.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,427,"Yükseköğrenim gören gençlerimizin barınma, beslenme, burs ve kredi imkânlarını iktidara geldiğimiz 2002'ye göre çok daha iyi seviyelere ulaştırdık. 2003'ten bugüne, başvuru yapan her üniversite öğrencimize burs veya kredi imkânı sağladık. 2002 yılında 494 milyon TL olan YURTKUR bütçesini yaklaşık 14'e katlayarak 2015 yılında 7 milyar TL'ye yükselttik.",0
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,419,"Anahat ve bölgesel demiryolu ağının şehir içi ulaşım sistemleri ile bütünleşmesi sağlanacaktır. Başta İstanbul-Kars-Tiflis-Baki olmak üzere, Kavkaz- Samsun-Basra, Güneydoğu Asya, İstanbul-Basra, İstanbul- Halep-Mekke, İstanbul-Halep-Kuzey Afrika gibi ülkemizi demir yolu ile bölge ülkelerine bağlayacak yeni koridor ve bağlantıların oluşumuna yönelik projelere öncelik verilecektir. Havacılık Sektörü 2023'e kadar tamamen yerli, bölgesel kendi uçağımızı yapmış olacağız.",1
tr_2007_ulusa_seslenis,2007,ulusa_seslenis,216,"Benim “demokrasinin direği” olarak gördüğüm “orta tabaka”, eriyip kaybolmuştu. Şimdi böyle bir hayat standardının tekrar yaygınlaşmaya başladığını görüyoruz. Orta tabaka hayat standardı, benim için, kaliteli ve ulaşılabilir bir eğitim ve sağlık hizmeti, gerçekleştirilebilir bir ev ve araba hayali demektir.",1
tr_2010_ulusa_seslenis,2010,ulusa_seslenis,388,2010 yılı sonu itibarıyla tarımsal destekleme ödemeleri başlığı altında yaptığımız ödemelerin 5 milyar 700 milyon liraya ulaşacağını tahmin ediyoruz. 2011 yılında çiftçilerimize yapacağımız tarımsal destekler ise 2010 yılı başlangıç ödeneklerine göre yüzde 7 oranında bir artışla 6 milyar TL seviyesine yükselecek. 2010 yılsonu itibarıyla tarımsal destekleme niteliğindeki diğer ödemeler ile birlikte tarım kesimine tam 8 milyar 300 milyon lira kaynak aktarmış olacağız.,1
tr_2004_ulusa_seslenis,2004,ulusa_seslenis,130,"Avrupalı dostlarımız alacakları kritik kararın sadece Türkiye'nin AB müzakereleriyle ilgili olmadığını, çok daha geniş perspektiflere sahip olduğunu görecek, kararlarını bu hassasiyetle alacaklardır. Yoksa hiç kimse Türkiye'nin ortaya koyduğu medeniyetler vizyonunu es geçerek, AB kapısını çaresizce çalmakta olduğunu aklına getirmemelidir. Türkiye büyük bir ülkedir ve her durumda büyüklüğüne yakışır bir vakar içinde geleceğe doğru yolculuğunu sürdürecektir."" Burada özetlemeye çalıştığı son bir aylık gelişmelerin, Türkiye'nin izlediği çok yönlü aktif barış diplomasisinin kazanımlarını daha şimdiden elde etmeye başladığını gösterdiğini belirten Erdoğan, ""Ülkemizin gelecek dönemde uluslararası diplomasi trafiğinin kavşak noktalarından biri olacağı ve merkezi bir rol oynayacağı rahatlıkla görülebiliyor"" dedi.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,592,"İşte 2007 bütçesinin ruhu budur, anlamı budur, hedefi budur. Değerli vatandaşlarım… Hükümet olarak 2007 yılı bütçesinin ömrünü çok aşan orta ve uzun vadeli hedefler koyduk. 4 yıldır kesintisiz büyüyen, bugün de büyümesini aynı hızla sürdüren bir ekonomiye sahibiz.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,113,"Son dönemlerde ülkemizin coğrafi ve kültürel havzasında yaşanan gelişmeler ve yükselen talepler, izleyeceğimiz politikaların daha geniş bir çerçevede yankılanacağı bir dönemi işaret etmektedir. Halkın iradesine dayalı yönetimlerin, geniş kitlelerin kalkınma taleplerine cevaplar oluşturmak durumunda olduğu bu yeni dönemde, Türkiye'nin tecrübesi daha değerli hale gelecektir. Bu gelişmeleri doğru okuyan ve bunlar için gerekli politikaları uygulayan bir iktidar, hem bu ülkelerin demokratikleşmesine ve kalkınmasına katkı sağlayacak, hem de ülkemizin güçlü Türkiye vizyonuna hizmet edecektir.",1
tr_2008_ulusa_seslenis,2008,ulusa_seslenis,2,"Millet olarak hedeflerimiz büyük, ideallerimiz büyük. Gazi Mustafa Kemal Atatürk'ün veciz ifadesiyle Cumhuriyetimiz'i muasır medeniyetlerin üzerine çıkarmak için daha aşmamız gereken sorunlar, halletmemiz gereken meseleler var. Bir çoğunun artık daha fazla ertelenmeye, ötelenmeye, görmezden gelinmeye tahammülü olmasa da karşı karşıya bulunduğumuz sorunlar, geleceğe olan inancımızı kırmamalıdır.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,966,"Biz bu yaklaşımı reddettik ve karşılıklı güçlenmeye ve kazanca dayalı yeni bir dış politika vizyonu geliştirdik. “Kazan- kazan” durumunun mümkün olduğunu gösterdik ve böylece hem ülkemizin milli çıkarlarını koruduk, hem de komşularımızla ilişkilerimizi düzelttik. Türkiye, ekonomik ve siyasi sorunlarla boğuşan ülkelerin bulunduğu bir coğrafyada kendi başına güvenlik ve refah içinde olamaz.",1
tr_2010_ulusa_seslenis,2010,ulusa_seslenis,295,"Türkiye, son sekiz yıl boyunca konuştuğumuz o aydınlık yarınlara, o mutlu ve müreffeh geleceğe çok daha yakın artık. Bir olarak, birlik olarak, dost ve kardeş olarak, yediden yetmişe millet olarak başladığımız bu medeniyet yolculuğunu mutlaka tamamlayacağız, buna her birimiz gönülden inanıyoruz. Değerli vatandaşlarım...",1
tr_2012_ulusa_seslenis,2012,ulusa_seslenis,67,"Kardeşlik hukuku içinde bu meseleyi de çözüme kavuşturarak, yolumuza devam edeceğiz. Aziz vatandaşlarım... Biliyorsunuz ki bizler, her ay ülkemizin bir veya birkaç bölgesini, birkaç vilayetini ziyaret ediyor; oralarda gerçekleştirdiğimiz toplu açılış törenleriyle, ülkemizin büyü- 323 Yeni Türkiye Vizyonu | Efendi Değil Hizmetkar Olmak-7 mesine ve gelişmesine katkı sağlamanın, milletimize hizmet etmenin onurunu, bahtiyarlığını yaşıyoruz.",1
tr_2011_chp_secim_beyannamesi,2011,chp_secim_beyannamesi,157,"• Tarım ve hayvancılıkta iç üretimi artırıp, ithalatı azaltacağız. Üretimde akılcı planlanma ile kısa sürede ülkemizi dışarıya mal satan bir ülke haline • Taksi esnafının güvenlik kabinli araca geçişinde bir sefere mahsus ÖTV getireceğiz. almayacağız.",0
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,885,Her 100 km mesafede bir havalimanına ulaşacak şekilde “Hava Ulaşım Ağı” oluşturacağız. Önemli projelerimizden Diyarbakır Havalimanı Terminal Binası ve Mütemmimleri Projesini tamamlayacağız. Milli Bölgesel uçak yapımına başlayacağız.,1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,258,"Sosyal ve beşeri sermayemizdeki gelişmelerin iktisadi kalkınmayı tetiklediği, demokratikleşmeyi artırdığı ve dış dünyada ülkemizin görünürlüğünü daha üst noktalara taşıdığının bilincindeyiz. Bu yaklaşımla, eğitim kalitesini yükselten, etkili sağlık hizmeti sunan, nüfusun dinamizmini ve aile yapısını koruyarak geliştiren, kadınına, gencine, çocuğuna ve çalışanına hak ettiği yeri, önemi ve desteği veren bir iktidar olmayı sürdüreceğiz. Çocuklarımızı potansiyel gençler, gençlerimizi de geleceğimizin teminatı olarak görürken, onlara hak ettikleri bedensel, kültürel ve sanatsal ortamı daha kaliteli bir biçimde sağlayarak insanı merkeze alan kalkınma anlayışımızı devam ettireceğiz.",1
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,433,"• Hizmet içi eğitimlerin özel eğitim kuruluşları veya eğiticiler tarafından verilmesinin yol açtığı ticarileşmenin önüne geçeceğiz. • Tüm kamu çalışanlarını bireysel gelişim, kamu hizmeti hassasiyeti ve etik konularında standart bir eğitime tabi tutacağız. ŞEFFAFLIK VE ETKİN DENETİM Kamu Yönetiminde Etik İlkeleri Egemen Kılacağız • Kamu yönetiminde etik ilkelerin ve kuralların yerleşmesini sağlayacak düzenlemeleri hayata geçireceğiz.",0
tr_2003_ulusa_seslenis,2003,ulusa_seslenis,36,"Bölgede sürüp giden kan davalarının, terör ve katliamların, yoksulluğun, cehaletin, önyargıların ortadan kaldırılması için yapılacak çok işin bulunduğunu belirten Başbakan Erdoğan, ""Bu çerçevede başta ABD olmak üzere herkese, uluslararası camiaya, bütün bölge ülkelerine ve özellikle Türkiye'ye büyük sorumluluk düşüyor"" dedi. ""Türkiye'nin bu sorumluluklarını yerine getirebilmesi için de kendi evini düzene koyması gerekiyor"" diyen Başbakan Erdoğan, şöyle devam etti: ""Biz kendi emeğimizle, kendi alın terimizle, kendi aklımızla, kendi gayretimizle, ele güne muhtaç olmayan, karnı tok, sırtı pek, başı dik insanların yaşadığı bir Türkiye kuramazsak ne kendimize ne de komşularımıza bir hayrımız dokunur. Lafı döndürüp dolaştırmanın hiç manası yok.",1
tr_2009_ulusa_seslenis,2009,ulusa_seslenis,303,"İnşallah bu önemli atılımdan da Türkiye'nin yüzünü ağartacak sonuçlar alacak, hepimizin göğsünü kabartacak nesiller yetiştireceğiz. Değerli vatandaşlarım… Global ekonomik krizin ülkemizdeki olumsuz etkilerini en aza indirmek, Türkiye'nin kriz öncesi dinamik büyüme trendini yeniden yakalamasını sağlamak için ilgili bütün birimlerimizle birlikte yoğun bir mesai harcıyoruz. Geçen hafta, ilgili bakanlarımız, hem krizin Türkiye'ye çıkardığı faturayı sizlere en açık, en şeffaf biçimde aktardılar, hem de hükümetimizin geleceğe dönük orta vadeli planlarını bilginize sundular.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,37,"Ama bunun da ötesinde uluslararası ilişkilere barış ve iyi niyet perspektifinin hakim olması için gayret gösteriyor, bunun için öncü olmasını umduğumuz adımlar atıyoruz. Şunu biliyoruz ki dünya haritası üzerindeki her kıvılcım gelecek için bir yangın tehlikesi olacaktır. Küreselleşme kavramının her geçen gün yeni bir açılım kazandığı şu dönemde, insanlığa hizmet etmenin en doğru yolu, barış adına öne çıkmak, yılların kronikleştirdiği çözümsüzlüklere cesaretle çare aramaktır.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,1060,"Geniş Türk coğrafyasında yürüttüğümüz insani ve teknik yardımlar, sürdürülebilir projeler aracılığıyla akraba ve dost topluluklara hizmet vermeye devam edecektir. Geniş Türk coğrafyasında, Ortadoğu'da ve Kuzey Afrika'da yürütülen restorasyon çalışmaları devam ettirilecek, alt yapı hizmetlerine devam edilecek ve dünyanın dört bir tarafında bulunan ata yadigarı eserlerimiz koruma altına alınacak ve ziyaretçilerin hizmetine sunulacaktır. Bu çerçevede dünyanın farklı ülkelerinde bulunan Türk-Osmanlı eserlerinin tam bir envanteri çıkartılacak ve bunların titiz bir şekilde restorasyonuna devam edilecektir.",1
tr_2009_ulusa_seslenis,2009,ulusa_seslenis,457,"Muhtar aylığı 2002 Aralık ayında 97 TL iken, 2009 Ekim ayında 334 TL... Burada da yüzde 242.5'lik bir artış var. 385 Yeni Türkiye Vizyonu | Efendi Değil Hizmetkar Olmak -5 Bunlar yeterli mi?",0
